Date,Open_M,High_M,Low_M,Close_M,Adj Close_M,Volume_M,Open_V,High_V,Low_V,Close_V,Adj Close_V,Volume_V
2008-09-09,22.103001,22.23,20.643,20.67,19.085032,42655000,17.5875,17.5875,16.795,16.872499,15.078849,49882000
2008-09-10,20.719999,21.65,20.57,21.332001,19.696272,32759000,16.817499,17.475,16.657499,17.26,15.42516,43936800
2008-09-11,20.799999,22.58,20.52,22.559999,20.830111,39959000,16.852501,17.84,16.762501,17.737499,15.851892,47132000
2008-09-12,22.1,22.580999,21.905001,22.382,20.665754,20259000,17.4825,17.915001,17.3125,17.9125,16.008295,28240400
2008-09-15,21.306,21.778999,21.007999,21.177,19.553158,38490000,17.165001,17.745001,17.065001,17.344999,15.501119,38734400
2008-09-16,20.709999,21.808001,20.191999,21.481001,19.833858,36421000,16.655001,17.24,16.25,16.5875,14.824146,83596400
2008-09-17,21.002001,21.299999,18.875,19.6,18.09708,75806000,16.452499,16.987499,16.002501,16.022499,14.31921,67536800
2008-09-18,19.85,21.413,18.207001,20.853001,19.254005,69888000,16.049999,16.809999,14.595,16.725,14.947028,84189200
2008-09-19,22.122999,23.9,21.5,22.518,20.79133,81860000,17.752501,17.790001,16.76,17.3925,15.543575,68941600
2008-09-22,22.5,22.525,20.238001,20.238001,18.686159,47090000,17.23,17.247499,16.225,16.295,14.562741,46266400
2008-09-23,20.473,20.785,19.700001,19.799999,18.281746,35176000,16.4625,16.8675,16.0275,16.725,14.947028,43803600
2008-09-24,20.002001,20.275999,19.306999,19.434999,17.944736,30168000,16.762501,16.93,16.375,16.42,14.674458,24532400
2008-09-25,19.618999,19.799999,18.851,19.035999,17.576326,44080000,16.4375,16.6175,16.135,16.15,14.433156,23895200
2008-09-26,18.299999,18.6,17.827999,18.507,17.087894,48386000,15.6825,15.85,15.2,15.51,13.861193,51171200
2008-09-29,17.999001,18.125,15.06,16.802999,15.514551,94509000,15.075,15.12,13.9725,14.45,12.913878,78439200
2008-09-30,16.843,18.184,16.780001,17.733,16.373241,45565000,14.095,15.3575,14.095,15.3475,13.715965,38720400
2008-10-01,17.723,17.723,16.334,17.134001,15.820175,39524000,15.1875,15.525,14.8025,15.3275,13.698092,27054000
2008-10-02,16.700001,16.979,15.759,16.013,14.785129,37716000,15.3725,15.3725,14.3275,14.3975,12.866953,35216000
2008-10-03,16.205,17.184,16.02,16.02,14.791595,41917000,14.7675,15.0425,14.0775,14.21,12.699388,58355600
2008-10-06,15.116,17.09,14.8,16.740999,15.457301,54245000,13.355,14.005,12.5625,13.845,12.373192,87360800
2008-10-07,16.972,17.149,15.528,15.87,14.653097,46915000,14.0,14.11,12.655,12.7875,11.428108,75845600
2008-10-08,15.122,17.433001,14.985,16.354,15.114266,78642000,12.2525,13.6075,11.9375,13.1575,11.758778,75210400
2008-10-09,17.007999,17.212999,15.498,15.57,14.389705,46233000,13.4475,13.985,12.3525,12.4625,11.137659,42537600
2008-10-10,14.674,16.153,14.0,15.171,14.020947,71283000,11.75,13.4875,11.75,13.0,11.618023,72541600
2008-10-13,16.045,17.799999,15.665,17.360001,16.044004,43379000,13.7475,14.75,13.3975,14.7175,13.152939,49433200
2008-10-14,18.389999,18.43,16.524,17.407,16.087442,42357000,15.5,15.5275,13.8125,14.4025,12.871424,53142400
2008-10-15,17.048,17.176001,15.0,15.355,14.190999,51063000,13.88,14.0,12.1325,12.4375,11.11532,76699200
2008-10-16,15.574,15.8,14.372,15.668,14.48027,56496000,12.5375,13.3325,12.01,13.2675,11.85708,56062800
2008-10-17,14.979,16.725,14.95,15.675,14.486741,39666000,12.875,13.7675,12.875,13.055,11.667175,35098400
2008-10-20,16.025999,16.179001,14.75,15.014,13.875845,39522000,13.3275,13.455,12.78,13.0025,11.620257,35965600
2008-10-21,14.99,15.685,14.547,14.978,13.842578,35590000,12.8375,13.2675,12.5725,12.675,11.327566,28995600
2008-10-22,14.498,14.987,13.496,14.093,13.024668,40966000,12.4925,13.0,12.0,12.1275,10.838272,40243600
2008-10-23,14.1,14.38,13.056,13.6,12.569036,50130000,12.19,12.3875,11.435,12.08,10.79582,47970000
2008-10-24,12.101,13.846,12.002,13.062,12.071826,53071000,10.95,12.125,10.935,11.995,10.719857,40798800
2008-10-27,12.763,13.466,12.6,12.635,11.677194,32187000,11.7525,12.3,11.61,11.6475,10.409295,41901600
2008-10-28,13.096,13.7,12.35,13.601,12.569961,42837000,11.975,12.895,11.7625,12.4925,11.16447,58436000
2008-10-29,13.574,14.431,13.246,13.573,12.544085,50699000,12.6,13.3775,12.3775,12.6725,11.325336,55994400
2008-10-30,13.852,14.326,13.698,14.006,12.944264,38696000,12.6475,14.04,12.645,13.5625,12.120723,74913200
2008-10-31,14.143,14.871,13.854,14.782,13.661435,32040000,13.4725,14.02,13.25,13.8375,12.36649,40372800
2008-11-03,14.904,14.949,14.213,14.389,13.298225,31438000,13.98,14.025,12.9775,13.1225,11.727498,28425200
2008-11-04,15.9,17.197001,15.561,17.024,15.733481,118329000,13.595,15.1125,13.47,14.9525,13.362955,73603600
2008-11-05,16.787001,16.9,15.42,15.587,14.405413,70599000,14.5725,14.8,14.1075,14.1175,12.616724,44992000
2008-11-06,15.275,15.567,13.855,14.33,13.243701,92732000,13.76,14.0,12.685,12.8825,11.513015,52092800
2008-11-07,14.402,15.171,14.2,14.773,13.653114,30609000,13.1125,13.7,12.8275,13.375,11.953156,30906400
2008-11-10,15.05,15.36,14.033,14.285,13.202111,25290000,13.825,13.825,12.8,12.9975,11.615784,26516800
2008-11-11,13.78,14.769,13.739,14.15,13.077343,31529000,12.7475,13.7475,12.59,13.4475,12.017948,32392800
2008-11-12,13.872,14.581,13.647,13.647,12.612473,46689000,13.1125,13.9125,12.795,12.9375,11.584779,42746000
2008-11-13,13.805,14.879,12.809,14.699,13.584729,44355000,12.97,13.645,12.4725,13.61,12.186965,38733600
2008-11-14,14.445,15.12,14.158,14.368,13.278815,36794000,13.2775,14.25,13.1125,13.56,12.14219,37410400
2008-11-17,14.14,14.556,13.5,13.574,12.545009,37110000,13.2775,13.5575,12.915,13.19,11.810874,29303200
2008-11-18,13.54,14.27,13.493,14.14,13.068104,38762000,13.1975,13.77,13.1525,13.66,12.231735,31482800
2008-11-19,13.823,14.526,12.894,12.954,11.97201,54451000,13.5,13.96,12.81,12.895,11.546723,34948000
2008-11-20,12.515,13.039,12.033,12.109,11.191066,56997000,12.5525,12.825,12.0,12.035,10.776647,50990000
2008-11-21,12.4,12.736,11.305,12.654,11.694751,71536000,12.4,12.4,10.885,11.595,10.382649,84771200
2008-11-24,12.833,13.534,12.23,13.147,12.150376,52097000,11.9025,12.5,11.445,12.43,11.13034,44853600
2008-11-25,13.5,13.987,13.035,13.906,12.85184,42357000,12.59,12.7425,12.25,12.3825,11.087811,44959600
2008-11-26,13.642,14.731,13.572,14.556,13.452573,30087000,12.2025,13.0,12.05,13.0,11.640746,27670000
2008-11-28,14.479,14.88,14.262,14.53,13.428538,11336000,12.9275,13.185,12.7925,13.14,11.766109,10610000
2008-12-01,14.097,14.159,13.007,13.099,12.106017,38445000,12.75,12.785,11.9175,12.0125,10.756496,30951600
2008-12-02,13.239,13.519,12.807,13.397,12.381424,24865000,12.1725,12.44,11.8825,12.42,11.121386,26573200
2008-12-03,13.057,13.856,12.902,13.794,12.748333,31614000,12.03,13.1875,12.0275,13.11,11.739244,36399600
2008-12-04,13.461,14.059,13.184,13.327,12.316733,28070000,12.9825,13.1875,12.555,12.7025,11.374352,30484400
2008-12-05,13.082,14.034,12.766,14.012,12.949805,39852000,12.4375,13.3675,12.125,13.295,11.904898,40991600
2008-12-08,14.394,15.15,14.11,14.73,13.613378,46684000,13.6,14.4175,13.4925,14.04,12.572006,53093600
2008-12-09,14.5,15.04,14.228,14.321,13.235383,25477000,13.875,14.11,13.275,13.3825,11.983247,32127200
2008-12-10,14.177,14.517,13.817,14.5,13.40081,24045000,13.2875,13.4625,12.7375,13.29,11.900422,30186800
2008-12-11,14.238,14.625,13.77,13.836,12.787148,27578000,13.1,13.6475,12.93,13.0225,11.660893,29928400
2008-12-12,13.21,13.967,13.21,13.881,12.828739,18186000,12.6275,13.4775,12.625,13.2375,11.853411,25100000
2008-12-15,13.791,14.14,13.5,13.929,12.873096,16824000,13.2025,13.4425,12.9425,13.1875,11.80864,21858800
2008-12-16,14.041,14.825,14.035,14.81,13.687313,26863000,13.325,13.695,13.185,13.6925,12.260839,30714400
2008-12-17,14.725,15.184,14.61,14.868,13.740919,23218000,13.5725,14.0,13.515,13.84,12.392915,24687600
2008-12-18,14.911,15.8,14.851,14.881,13.752929,37306000,13.8425,14.0475,13.5175,13.675,12.245169,30374800
2008-12-19,15.075,15.349,14.697,15.234,14.079173,28099000,13.6275,14.0575,13.445,13.7425,12.30561,35585200
2008-12-22,15.298,15.298,14.241,14.52,13.419294,19529000,13.715,13.81,13.245,13.4375,12.032499,14083600
2008-12-23,14.461,14.499,14.014,14.162,13.088433,15014000,13.38,13.6,13.28,13.4125,12.010113,10670400
2008-12-24,14.14,14.299,14.001,14.223,13.144809,3133000,13.36,13.4375,13.1625,13.2225,11.839976,6529600
2008-12-26,14.277,14.277,13.921,14.093,13.024668,7057000,13.195,13.365,12.9825,13.3125,11.920568,6476400
2008-12-29,14.002,14.183,13.601,13.934,12.877715,17811000,13.2625,13.3975,12.9825,13.0425,11.678801,13801600
2008-12-30,13.935,13.99,13.508,13.909,12.854613,18063000,13.05,13.05,12.5675,12.7475,11.414642,17095200
2008-12-31,13.948,14.491,13.754,14.293,13.209503,19307000,12.6525,13.1925,12.65,13.1125,11.741478,16371600
2009-01-02,14.41,15.07,14.273,14.978,13.842578,22311000,13.23,13.4275,13.06,13.36,11.963102,13199200
2009-01-05,14.955,15.684,14.903,15.326,14.164197,24719000,13.25,13.825,13.25,13.455,12.048167,16600000
2009-01-06,15.626,16.5,15.529,16.202,14.97379,43357000,13.625,14.495,13.625,14.4025,12.896598,32506400
2009-01-07,15.81,16.061001,14.911,15.207,14.067239,39537000,14.1725,14.4875,13.9975,14.09,12.616774,28441600
2009-01-08,15.096,15.296,14.836,15.278,14.132916,22841000,14.0025,14.075,13.3175,13.94,12.482459,34683600
2009-01-09,15.35,15.365,14.729,15.004,13.879457,20036000,14.005,14.0775,13.695,13.905,12.451116,16702400
2009-01-12,14.773,15.162,14.589,14.804,13.694448,20687000,13.8225,14.0375,13.14,13.24,11.855651,31520400
2009-01-13,14.638,15.131,14.55,15.044,13.91646,19307000,13.1875,13.335,12.8775,13.285,11.895944,23133200
2009-01-14,14.757,14.85,13.907,14.53,13.440982,48442000,13.0025,13.1525,12.555,12.7425,11.410168,25246800
2009-01-15,14.402,14.475,12.856,13.03,12.053408,80426000,12.595,12.7125,11.875,12.345,11.05423,47446400
2009-01-16,12.995,13.1,12.016,12.822,11.860996,71298000,12.2575,12.3625,11.3025,11.8525,10.613223,69204800
2009-01-20,12.619,12.74,11.706,11.918,11.024753,55609000,11.5125,11.6025,10.515,10.605,9.496159,59766000
2009-01-21,12.1,13.238,12.1,13.21,12.219919,53002000,10.8,11.2875,10.675,11.045,9.890159,50503200
2009-01-22,12.804,13.15,12.543,12.885,11.919277,22486000,10.945,11.42,10.8075,11.045,9.890159,31927600
2009-01-23,12.189,12.755,12.014,12.545,11.604757,34383000,10.6725,11.1125,10.445,11.08,9.921495,22617200
2009-01-26,12.444,12.867,12.156,12.312,11.389218,23856000,11.075,11.31,10.63,10.6475,9.534217,24009200
2009-01-27,12.601,12.949,12.546,12.676,11.725941,21768000,10.8725,11.0475,10.66,11.0375,9.883436,26436000
2009-01-28,13.256,13.505,13.133,13.366,12.364223,27342000,11.4775,11.87,11.3125,11.805,10.570689,32089600
2009-01-29,13.078,13.213,12.85,12.909,11.941475,17777000,11.485,12.0275,11.3125,11.5675,10.358023,26097600
2009-01-30,13.236,13.955,13.213,13.578,12.560336,37337000,11.7625,12.3375,11.715,12.3375,11.047509,30315200
2009-02-02,13.361,13.857,13.027,13.698,12.671342,19962000,12.065,12.4975,11.885,12.4925,11.186306,28544000
2009-02-03,13.801,14.166,13.66,13.97,12.922956,28901000,12.5525,12.7375,12.0475,12.0975,10.832605,28953600
2009-02-04,14.149,14.348,13.9,14.015,12.964581,29432000,12.215,12.56,12.14,12.2825,10.998266,33166400
2009-02-05,14.719,16.039,14.573,15.984,14.786007,94885000,13.06,13.775,12.875,13.435,12.030263,96728400
2009-02-06,16.056,16.462999,15.657,16.25,15.032064,64285000,13.4875,14.0,13.42,13.8525,12.404104,45907600
2009-02-09,16.224001,16.326,15.75,16.202,14.987664,33238000,13.88,14.0875,13.65,13.83,12.383961,31874400
2009-02-10,16.15,16.577,15.715,15.797,14.61302,27107000,13.7825,14.0,13.4025,13.4625,12.054883,38071600
2009-02-11,15.999,16.4,15.673,16.398001,15.168974,27056000,13.525,13.8075,13.375,13.74,12.327407,23668000
2009-02-12,16.122,16.215,15.515,16.18,14.967316,39540000,13.57,14.15,13.275,14.1,12.650393,34827600
2009-02-13,16.349001,16.888,16.186001,16.190001,14.976569,44516000,14.2325,14.4875,13.815,13.9875,12.549462,40788000
2009-02-17,15.8,15.946,15.266,15.509,14.346609,46498000,13.6725,13.8,13.4175,13.5625,12.168157,35581600
2009-02-18,15.704,16.049999,15.37,15.904,14.712002,31373000,13.6425,14.2225,13.5625,14.0375,12.594323,36329200
2009-02-19,16.075001,16.200001,15.423,15.455,14.296659,29852000,14.2375,14.475,13.8725,13.9075,12.477687,35102400
2009-02-20,15.136,15.938,15.043,15.801,14.616717,33074000,13.6625,14.0225,13.625,13.915,12.484421,42908000
2009-02-23,16.049999,16.240999,15.122,15.258,14.114419,29356000,14.01,14.21,13.4975,13.5625,12.168157,31967200
2009-02-24,15.3,16.174999,15.143,16.127001,14.918288,45905000,13.585,14.245,13.4025,14.0875,12.639183,43590800
2009-02-25,15.975,16.596001,15.743,16.257,15.038541,52819000,14.0275,14.1375,13.785,13.855,12.430587,34394800
2009-02-26,16.450001,16.450001,15.5,15.57,14.403034,46944000,14.0625,14.165,13.6975,14.015,12.574136,35902400
2009-02-27,15.238,16.253,15.176,15.803,14.618572,45445000,13.75,14.475,13.75,14.1775,12.719928,47237200
2009-03-02,15.477,15.87,14.91,15.063,13.934035,41411000,13.9825,14.2425,13.4675,13.54,12.147967,39060000
2009-03-03,15.28,15.497,14.779,15.101,13.969188,37274000,13.6825,13.9075,13.3025,13.59,12.192833,42195600
2009-03-04,15.41,15.58,14.64,15.048,13.920159,39553000,13.75,13.9675,13.475,13.8225,12.401423,35775200
2009-03-05,14.777,15.414,14.518,14.692,13.590841,38804000,13.6375,13.8725,13.17,13.355,11.981991,44144800
2009-03-06,14.8,14.829,13.916,14.244,13.17642,37595000,13.44,13.5375,12.3025,12.5475,11.257506,60701600
2009-03-09,14.025,14.6,13.956,14.244,13.17642,22719000,12.4175,12.77,12.185,12.45,11.170033,33554400
2009-03-10,14.41,14.904,14.351,14.848,13.735146,39087000,12.7475,13.2175,12.6475,13.2175,11.858622,38644400
2009-03-11,15.023,15.023,14.282,14.784,13.675944,24505000,13.415,13.415,12.63,12.8425,11.522179,36124400
2009-03-12,14.791,15.796,14.543,15.707,14.529767,33673000,12.825,13.5225,12.5675,13.5225,12.132268,43276000
2009-03-13,15.8,16.023001,15.45,15.831,14.644475,29335000,13.565,13.8375,12.925,13.0125,11.674699,49564400
2009-03-16,16.0,16.181999,15.332,15.369,14.217098,22055000,13.245,13.4325,12.965,13.0425,11.701618,33474400
2009-03-17,15.339,16.247,15.251,16.238001,15.020969,29737000,13.0,13.845,12.8325,13.8225,12.401423,25730400
2009-03-18,15.998,16.117001,15.759,15.975,14.77768,28081000,13.6125,14.125,13.365,14.0775,12.63021,45296400
2009-03-19,16.347,16.528,15.329,15.41,14.255026,33658000,14.095,14.175,13.1075,13.1725,11.818251,41743600
2009-03-20,15.531,15.699,15.284,15.553,14.387308,24708000,13.3,13.59,13.125,13.1325,11.782366,33476000
2009-03-23,15.85,16.294001,15.571,16.289,15.068146,23535000,13.4675,13.895,13.225,13.885,12.457502,44656800
2009-03-24,16.014,16.759001,15.911,16.288,15.067225,31564000,13.57,13.6975,13.3175,13.4,12.022359,43555600
2009-03-25,16.183001,16.5,15.981,16.452999,15.219855,31788000,13.4875,13.6875,12.82,13.1875,11.831708,58624800
2009-03-26,16.695,17.141001,16.493,16.988001,15.714757,36507000,13.345,13.9475,13.13,13.875,12.448525,59466400
2009-03-27,16.539,16.988001,16.457001,16.747,15.491824,18360000,13.57,14.0775,13.5525,13.5625,12.168157,32687200
2009-03-30,16.434,16.719,16.207001,16.305,15.082947,22330000,13.325,13.7125,13.2525,13.375,11.999933,38596400
2009-03-31,16.4,16.836,16.305,16.747999,15.492744,31897000,13.6,14.0575,13.46,13.9,12.470956,47446400
2009-04-01,16.339001,16.375,15.715,16.007999,14.808209,50889000,13.6875,14.0,13.4075,13.5725,12.17713,44144400
2009-04-02,16.299999,16.756001,16.211,16.566,15.32439,39610000,13.865,14.2775,13.78,13.8975,12.468718,47396800
2009-04-03,16.5,17.405001,16.4,17.405001,16.100502,36303000,13.8175,15.04,13.8175,15.02,13.47581,57694800
2009-04-06,17.16,17.745001,16.827,17.153,15.867384,43605000,14.675,15.01,14.4375,14.7825,13.26273,44927600
2009-04-07,16.958,17.098,16.576,16.576,15.333636,26152000,14.595,14.69,14.2675,14.2875,12.818621,27122400
2009-04-08,16.795,16.795,16.379999,16.733,15.492882,17512000,14.45,14.4675,14.1025,14.455,12.968897,23815600
2009-04-09,17.087999,17.261,16.778999,17.246,15.967868,27688000,14.7125,14.8825,14.4075,14.6975,13.186468,45785600
2009-04-13,17.01,17.662001,16.896,17.606001,16.301189,26997000,14.54,15.35,14.5,15.2775,13.706839,38124400
2009-04-14,17.5,17.5,16.6,16.610001,15.379004,33818000,15.0275,15.23,14.5325,14.5825,13.083287,35712000
2009-04-15,16.719,16.719999,16.098,16.546,15.319744,34967000,14.5075,14.82,14.3125,14.7775,13.258245,29687600
2009-04-16,16.1,16.337,15.79,16.17,14.97161,39334000,14.525,14.8425,14.375,14.5175,13.024975,36114000
2009-04-17,16.219999,16.497999,15.766,16.306,15.09753,40526000,14.545,14.7825,14.315,14.5,13.009272,37814400
2009-04-20,15.976,16.167,15.185,15.185,14.059611,36136000,14.25,14.42,13.74,13.75,12.336378,42577200
2009-04-21,15.048,16.437,14.934,16.437,15.218824,45720000,13.71,14.675,13.5625,14.6575,13.150578,37746000
2009-04-22,16.113001,16.5,15.956,16.077,14.885507,31615000,14.45,14.985,14.3025,14.3775,12.899368,34680000
2009-04-23,16.219999,16.537001,15.88,16.525,15.300302,32295000,14.5625,14.7425,14.275,14.5575,13.060863,35890800
2009-04-24,16.849001,17.309999,16.462,17.309,16.026201,39012000,14.8275,15.1875,14.51,15.095,13.543098,39686000
2009-04-27,16.816,17.200001,16.535999,16.555,15.328081,32183000,14.695,14.93,14.6575,14.7175,13.204412,29496800
2009-04-28,16.437,17.076,16.27,16.754,15.512335,25515000,14.5375,15.51,14.525,15.1775,13.617116,42287600
